NAME;CODE;IP1;IP2;IP3
ROSES FASHION;922750;10.199.29.185;10.199.29.186;10.199.29.187
TISAKMEDIA ZAGREB GAJEVA;922770;10.100.120.10;10.100.120.11;10.100.120.12
TISAKMEDIA FRANKOPANSKA;922780;10.100.124.9;10.100.124.10;10.100.124.11
VINKOVCI-ROBNA KU?A;922790;10.199.29.177;10.199.29.178;10.199.29.179
PRIBISLAVEC;922820;10.199.29.233;10.199.29.234;10.199.29.235
SAMOBOR-SUPERKONZUM;922850;10.199.29.249;10.199.29.250;10.199.29.251
D. SELO-KAUFLAND;922870;10.199.30.145;10.199.30.146;10.199.30.147
ZG-JADRANSKI MOST;922890;10.199.30.233;10.199.30.234;10.199.30.235
VODICE-MAXI KONZUM;922940;10.199.30.49;10.199.30.50;10.199.30.51
POŽEGA-BOLNICA;922970;10.199.30.65;10.199.30.66;10.199.30.67
ZG-SUPERKONZUM VUKOVARSKA;922980;10.199.30.73;10.199.30.74;10.199.30.75
KRIŽEVCI-GUP?EVA;923050;10.199.30.185;10.199.30.186;10.199.30.187
MALINSKA-LOKAL;923060;10.191.56.33;10.191.56.34;10.191.56.35
ZG-VUKOVARSKA-OLIBSKA;923090;10.199.30.201;10.199.30.202;10.199.30.203
PETRIJEVCI;923130;10.199.30.209;10.199.30.210;10.199.30.211
NJIVICE-PLACA;923140;10.191.55.113;10.191.55.114;10.191.55.115
TISAKMEDIA DUBROVNIK;923180;10.99.16.10;10.99.16.11;10.99.16.12
ZG-IVANI?GRADSKA;923190;10.191.53.17;10.191.53.18;10.191.53.19
ZAPREŠI?-SUPERKONZUM;923300;10.199.31.145;10.199.31.146;10.199.31.147
?AKOVEC-ULAZ-BOLNICA;923380;10.199.31.241;10.199.31.242;10.199.31.243
KUTINA-KAUFLAND;923460;10.199.33.1;10.199.33.2;10.199.33.3
DUBROVNIK-MOKOŠICA STARA;923490;10.199.31.97;10.199.31.98;10.199.31.99
WEST GATE-LOKAL 06;923520;10.199.33.9;10.199.33.10;10.199.33.11
WEST GATE-LOKAL 104;923530;10.199.33.17;10.199.33.18;10.199.33.19
POŽEGA-KAUFLAND;923560;10.199.33.49;10.199.33.50;10.199.33.51
ZG-LANIŠTE;923590;10.199.33.81;10.199.33.82;10.199.33.83
DUBROVNIK-HOTEL LA CROMA;923600;-;-;-
DUBROVNIK-GRUŽ-TRŽNICA;923610;10.199.32.185;10.199.32.186;10.199.32.187
DUBROVNIK-ŠIP?INE;923620;10.191.52.129;10.191.52.130;10.191.52.131
DUBROVNIK-HOTEL LERO;923630;10.199.32.209;10.199.32.210;10.199.32.211
VRSAR-SUPERKONZUM;923640;10.191.55.209;10.191.55.210;10.191.55.211
KRK-SUPERKONZUM;923650;10.191.56.17;10.191.56.18;10.191.56.19
PODSTRANA-PETRI?EVO;923680;10.199.33.41;10.199.33.42;10.199.33.43
PODSTRANA-STROŽANAC;923690;10.199.33.33;10.199.33.34;10.199.33.35
ZG-SUPERKONZUM DANKOVE?KA;923700;10.199.40.233;10.199.40.234;10.199.40.235
ZG-GARDEN MALL;923710;10.191.53.33;10.191.53.34;10.191.53.35
LI?KI OSIK;923730;10.191.54.49;10.191.54.50;10.191.54.51
VUKOVAR-BOROVO-RADNI?KI DOM;923760;10.191.54.17;10.191.54.18;10.191.54.19
VUKOVAR-BOLNICA;923770;10.191.54.1;10.191.54.2;10.191.54.3
OS-RK DOMA;923810;10.191.54.113;10.191.54.114;10.191.54.115
TISAKMEDIA VARAŽDIN;923820;10.99.16.202;10.99.16.203;10.99.16.204
VARAŽDIN-SUPERNOVA;923910;10.191.55.65;10.191.55.66;10.191.55.67
PULA-FLANATI?KA-LOKAL;923920;10.191.54.225;10.191.54.226;10.191.54.227
ZADAR-RELJA;923960;10.199.33.105;10.199.33.106;10.199.33.107
ZG-HORVA?ANSKA-HRGOVI?I;923970;-;-;-
VODNJAN-PARKIRALIŠTE;924050;10.191.103.17;10.191.103.18;10.191.103.19
VODICE-PLAŽA OLYMPIA;924060;10.191.59.225;10.191.59.226;10.191.59.227
ZG-UJEVI?EVA-LOKAL;924080;10.191.103.225;10.191.103.226;10.191.103.227
ZG-KOL. POTHODNIK SJEVER;924110;10.199.34.49;10.199.34.50;10.199.34.51
VODICE - HOTEL OLYMPIA;924120;10.191.57.209;10.191.57.210;10.191.57.211
TISAKMEDIA MAKARSKA;924160;10.99.17.74;10.99.17.75;10.99.17.76
OKRUG GORNJI-LU?ICA TO?;924170;10.191.58.241;10.191.58.242;10.191.58.243
ZG-TRG BANA JELA?I?A-ISTOK;924190;10.199.0.169;10.199.0.170;10.199.0.171
TISAKMEDIA AUTOBUSNI KOLODVOR;924230;10.99.18.12;10.99.18.13;10.99.18.14
TISAKMEDIA VELIKA GORICA;924240;10.99.17.138;10.99.17.139;10.99.17.140
TISAKMEDIA SUPERNOVA ZADAR;924270;10.99.18.74;10.99.18.75;10.99.18.76
?AKOVO-JELA?I?EVA;924280;-;-;-
TISAKMEDIA CCO SPLIT;924300;10.99.18.138;10.99.18.139;10.99.18.140
ZG-ŠESTINSKI VIJENAC-CRKVA;924330;10.191.103.65;10.191.103.66;10.191.103.67
TISAKMEDIA SLAVONSKI BROD;924340;10.99.16.74;10.99.16.75;10.99.16.76
TISAKMEDIA PAZIN;924370;10.99.19.74;10.99.19.75;10.99.19.76
TISAKMEDIA PORTANOVA;924380;10.99.19.10;10.99.19.11;10.99.19.12
